Protein	Contig	Genome	Classification	Function	Final AVG Probability	Final AVG Confidence Level
vRhyme_unbinned_51__MGr3G3H3I_000000159918_7	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_8	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_9	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	terminase large subunit	0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_10	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_11	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_12	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_13	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_14	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_15	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_16	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_17	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_18	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified	integrase	0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_1	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_2	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_3	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_4	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	Fibronectin type III domain	0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_5	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_6	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_7	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_8	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_9	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_10	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_11	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_12	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_13	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_14	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified	DNA polymerase	0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_15	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_16	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_17	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_18	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_19	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_20	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_52__MGr3G3H3I_000000162741_21	vRhyme_unbinned_52__MGr3G3H3I_000000162741	vRhyme_unbinned_52__MGr3G3H3I_000000162741	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_1	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_2	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_3	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	regulatory	K02483; two-component system, OmpR family, response regulator	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_4	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_5	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_6	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	metabolic	aroK, aroL; shikimate kinase [EC:2.7.1.71]	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_7	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_8	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_9	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_10	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_11	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_12	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_13	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_14	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	""	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_15	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_16	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	Replication-relaxation	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_17	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_18	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_19	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_20	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_21	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	Resolvase, N terminal domain	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_22	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	spoIVCA; site-specific DNA recombinase	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_23	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_24	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_25	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	Transposase DDE domain group 1	0.0	low
vRhyme_unbinned_53__MGr3G3H3I_000000162938_26	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_1	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	transposase	0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_2	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_3	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_4	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_5	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	endolysin	0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_6	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_7	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.1885	medium
vRhyme_unbinned_54__MGr3G3H3I_000000165910_8	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	ENDOG; endonuclease G, mitochondrial	0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_9	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_10	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_11	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_12	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified		0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_13	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	terminase large subunit	0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_14	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	Portal protein of Mu bacteriophage	0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_15	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	Phage Mu protein F like protein	0.0	low
vRhyme_unbinned_54__MGr3G3H3I_000000165910_16	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	head maturation protease	0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_1	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_2	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_3	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified	K26901; Mesyanzhinovviridae DNA helicase	0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_4	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0034	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_5	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_6	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified	radical SAM domain protein	0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_7	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_8	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_9	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_55__MGr3G3H3I_000000165953_10	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_1	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_2	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_3	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_4	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_5	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_6	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified	phosphoesterase	0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_7	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_8	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_9	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_10	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_11	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_12	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_13	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_14	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_15	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_16	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_17	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_18	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_19	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_20	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_21	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_22	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_23	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_24	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_25	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_26	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_27	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_28	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_29	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_30	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_31	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_56__MGr3G3H3I_000000166676_32	vRhyme_unbinned_56__MGr3G3H3I_000000166676	vRhyme_unbinned_56__MGr3G3H3I_000000166676	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_1	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_2	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_3	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_4	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_5	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_6	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified	tail length tape measure protein	0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_7	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_8	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_9	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_10	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_11	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_12	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_13	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_57__MGr3G3H3I_000000170145_14	vRhyme_unbinned_57__MGr3G3H3I_000000170145	vRhyme_unbinned_57__MGr3G3H3I_000000170145	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_1	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_2	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_3	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_4	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_5	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	""	0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_6	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_7	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_8	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
vRhyme_unbinned_58__MGr3G3H3I_000000175243_9	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified		0.0	low
